"from","to","anchor","context"
"/health/acute-myocardial-infarction","/health/trust/corrections-policy","정정·문의","navigation"
"/health/acute-myocardial-infarction","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/acute-myocardial-infarction","/health/trust/advertising","광고 정책","navigation"
"/health/acute-myocardial-infarction","/health/trust/disclaimer","면책 안내","navigation"
"/health/acute-myocardial-infarction","/health/trust/privacy","개인정보","navigation"
"/health/acute-myocardial-infarction","/health/trust/terms","이용약관","navigation"
"/health/allergic-rhinitis","/health/allergic-rhinitis","본문으로 건너뛰기","content"
"/health/allergic-rhinitis","/","OONURIM오누림","navigation"
"/health/allergic-rhinitis","/health","질환 알아보기","navigation"
"/health/allergic-rhinitis","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/allergic-rhinitis","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/allergic-rhinitis","/health/guides/family-medication-support","가족 건강","navigation"
"/health/allergic-rhinitis","/health","건강 도구","navigation"
"/health/allergic-rhinitis","/health/trust/about","오누림 소개","navigation"
"/health/allergic-rhinitis","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/allergic-rhinitis","/health/allergic-rhinitis","응급 신호와 119 안내 바로 보기","content"
"/health/allergic-rhinitis","/health/tools/allergy-trigger-observation","알레르기 비염 관찰표증상·장소·시간을 적되 원인을 판정하지 않는 기록지입니다.","content"
"/health/allergic-rhinitis","/health/tools/allergy-environment-check","환경 변화 관찰 체크환경을 바꾼 뒤의 흐름을 살피고 개인 효과를 단정하지 않습니다.","content"
"/health/allergic-rhinitis","/health/tools/allergy-appointment-questions","알레르기 비염 진료 질문 카드증상 흐름과 검사 필요 여부를 묻기 위한 질문 카드입니다.","content"
"/health/allergic-rhinitis","/health","20개 질환 안내","navigation"
"/health/allergic-rhinitis","/health/guides/danger-signals","위험 신호","navigation"
"/health/allergic-rhinitis","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/allergic-rhinitis","/health","건강 기록 도구","navigation"
"/health/allergic-rhinitis","/health/trust/author","작성자","navigation"
"/health/allergic-rhinitis","/health/trust/sources-policy","출처 원칙","navigation"
"/health/allergic-rhinitis","/health/trust/corrections-policy","정정·문의","navigation"
"/health/allergic-rhinitis","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/allergic-rhinitis","/health/trust/advertising","광고 정책","navigation"
"/health/allergic-rhinitis","/health/trust/disclaimer","면책 안내","navigation"
"/health/allergic-rhinitis","/health/trust/privacy","개인정보","navigation"
"/health/allergic-rhinitis","/health/trust/terms","이용약관","navigation"
"/health/anxiety-disorder","/health/anxiety-disorder","본문으로 건너뛰기","content"
"/health/anxiety-disorder","/","OONURIM오누림","navigation"
"/health/anxiety-disorder","/health","질환 알아보기","navigation"
"/health/anxiety-disorder","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/anxiety-disorder","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/anxiety-disorder","/health/guides/family-medication-support","가족 건강","navigation"
"/health/anxiety-disorder","/health","건강 도구","navigation"
"/health/anxiety-disorder","/health/trust/about","오누림 소개","navigation"
"/health/anxiety-disorder","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/anxiety-disorder","/health/anxiety-disorder","응급 신호와 119 안내 바로 보기","content"
"/health/anxiety-disorder","/health/tools/anxiety-disorder-visit-card","불안장애 관찰·진료 질문 카드개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","content"
"/health/anxiety-disorder","/health","20개 질환 안내","navigation"
"/health/anxiety-disorder","/health/guides/danger-signals","위험 신호","navigation"
"/health/anxiety-disorder","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/anxiety-disorder","/health","건강 기록 도구","navigation"
"/health/anxiety-disorder","/health/trust/author","작성자","navigation"
"/health/anxiety-disorder","/health/trust/sources-policy","출처 원칙","navigation"
"/health/anxiety-disorder","/health/trust/corrections-policy","정정·문의","navigation"
"/health/anxiety-disorder","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/anxiety-disorder","/health/trust/advertising","광고 정책","navigation"
"/health/anxiety-disorder","/health/trust/disclaimer","면책 안내","navigation"
"/health/anxiety-disorder","/health/trust/privacy","개인정보","navigation"
"/health/anxiety-disorder","/health/trust/terms","이용약관","navigation"
"/health/asthma","/health/asthma","본문으로 건너뛰기","content"
"/health/asthma","/","OONURIM오누림","navigation"
"/health/asthma","/health","질환 알아보기","navigation"
"/health/asthma","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/asthma","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/asthma","/health/guides/family-medication-support","가족 건강","navigation"
"/health/asthma","/health","건강 도구","navigation"
"/health/asthma","/health/trust/about","오누림 소개","navigation"
"/health/asthma","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/asthma","/health/asthma","응급 신호와 119 안내 바로 보기","content"
"/health/asthma","/health/tools/asthma-visit-card","천식 관찰·진료 질문 카드개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","content"
"/health/asthma","/health","20개 질환 안내","navigation"
"/health/asthma","/health/guides/danger-signals","위험 신호","navigation"
"/health/asthma","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/asthma","/health","건강 기록 도구","navigation"
"/health/asthma","/health/trust/author","작성자","navigation"
"/health/asthma","/health/trust/sources-policy","출처 원칙","navigation"
"/health/asthma","/health/trust/corrections-policy","정정·문의","navigation"
"/health/asthma","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/asthma","/health/trust/advertising","광고 정책","navigation"
"/health/asthma","/health/trust/disclaimer","면책 안내","navigation"
"/health/asthma","/health/trust/privacy","개인정보","navigation"
"/health/asthma","/health/trust/terms","이용약관","navigation"
"/health/depression","/health/depression","본문으로 건너뛰기","content"
"/health/depression","/","OONURIM오누림","navigation"
"/health/depression","/health","질환 알아보기","navigation"
"/health/depression","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/depression","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/depression","/health/guides/family-medication-support","가족 건강","navigation"
"/health/depression","/health","건강 도구","navigation"
"/health/depression","/health/trust/about","오누림 소개","navigation"
"/health/depression","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/depression","/health/depression","응급 신호와 119 안내 바로 보기","content"
"/health/depression","/health/tools/depression-visit-card","우울증 관찰·진료 질문 카드개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","content"
"/health/depression","/health","20개 질환 안내","navigation"
"/health/depression","/health/guides/danger-signals","위험 신호","navigation"
"/health/depression","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/depression","/health","건강 기록 도구","navigation"
"/health/depression","/health/trust/author","작성자","navigation"
"/health/depression","/health/trust/sources-policy","출처 원칙","navigation"
"/health/depression","/health/trust/corrections-policy","정정·문의","navigation"
"/health/depression","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/depression","/health/trust/advertising","광고 정책","navigation"
"/health/depression","/health/trust/disclaimer","면책 안내","navigation"
"/health/depression","/health/trust/privacy","개인정보","navigation"
"/health/depression","/health/trust/terms","이용약관","navigation"
"/health/dyslipidemia","/health/dyslipidemia","본문으로 건너뛰기","content"
"/health/dyslipidemia","/","OONURIM오누림","navigation"
"/health/dyslipidemia","/health","질환 알아보기","navigation"
"/health/dyslipidemia","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/dyslipidemia","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/dyslipidemia","/health/guides/family-medication-support","가족 건강","navigation"
"/health/dyslipidemia","/health","건강 도구","navigation"
"/health/dyslipidemia","/health/trust/about","오누림 소개","navigation"
"/health/dyslipidemia","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/dyslipidemia","/health/dyslipidemia","응급 신호와 119 안내 바로 보기","content"
"/health/dyslipidemia","/health/tools/dyslipidemia-visit-card","이상지질혈증 관찰·진료 질문 카드개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","content"
"/health/dyslipidemia","/health","20개 질환 안내","navigation"
"/health/dyslipidemia","/health/guides/danger-signals","위험 신호","navigation"
"/health/dyslipidemia","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/dyslipidemia","/health","건강 기록 도구","navigation"
"/health/dyslipidemia","/health/trust/author","작성자","navigation"
"/health/dyslipidemia","/health/trust/sources-policy","출처 원칙","navigation"
"/health/dyslipidemia","/health/trust/corrections-policy","정정·문의","navigation"
"/health/dyslipidemia","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/dyslipidemia","/health/trust/advertising","광고 정책","navigation"
"/health/dyslipidemia","/health/trust/disclaimer","면책 안내","navigation"
"/health/dyslipidemia","/health/trust/privacy","개인정보","navigation"
"/health/dyslipidemia","/health/trust/terms","이용약관","navigation"
"/health/gastroesophageal-reflux-disease","/health/gastroesophageal-reflux-disease","본문으로 건너뛰기","content"
"/health/gastroesophageal-reflux-disease","/","OONURIM오누림","navigation"
"/health/gastroesophageal-reflux-disease","/health","질환 알아보기","navigation"
