"from","to","anchor","context"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/anxiety-disorder","보건복지부","content"
"/health/anxiety-disorder","/health/anxiety-disorder","보건복지부 보건복지상담센터","content"
"/health/anxiety-disorder","/health/anxiety-disorder","서울대학교병원","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NHS","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NHS","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NHS","content"
"/health/anxiety-disorder","/health/anxiety-disorder","찾기쉬운 생활법령정보","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NHS","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/anxiety-disorder","서울대학교병원","content"
"/health/anxiety-disorder","/health/anxiety-disorder","NIH/NIMH","content"
"/health/anxiety-disorder","/health/trust/sources-policy","출처 선정 기준","content"
"/health/anxiety-disorder","/health/trust/editorial-policy","편집 원칙","content"
"/health/anxiety-disorder","/health/trust/medical-review-policy","의료 검수 현재 상태","content"
"/health/anxiety-disorder","/health","건강 가이드 전체 보기","content"
"/health/anxiety-disorder","/health/tools/anxiety-disorder-visit-card","불안 진료 메모실제 상황·몸 변화, 이미 피한 일·생활 영향과 약 정보를 정리해 원하는 도움을 묻는 인쇄 보조표입니다.","content"
"/health/anxiety-disorder","/health","20개 질환 안내","navigation"
"/health/anxiety-disorder","/health/guides/danger-signals","위험 신호","navigation"
"/health/anxiety-disorder","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/anxiety-disorder","/health","건강 기록 도구","navigation"
"/health/anxiety-disorder","/health/trust/author","작성자","navigation"
"/health/anxiety-disorder","/health/trust/sources-policy","출처 원칙","navigation"
"/health/anxiety-disorder","/health/trust/corrections-policy","정정·문의","navigation"
"/health/anxiety-disorder","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/anxiety-disorder","/health/trust/advertising","광고 정책","navigation"
"/health/anxiety-disorder","/health/trust/disclaimer","면책 안내","navigation"
"/health/anxiety-disorder","/health/trust/privacy","개인정보","navigation"
"/health/anxiety-disorder","/health/trust/terms","이용약관","navigation"
"/health/asthma","/health/asthma","본문으로 건너뛰기","content"
"/health/asthma","/","OONURIM오누림","navigation"
"/health/asthma","/health","질환 알아보기","navigation"
"/health/asthma","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/asthma","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/asthma","/health/guides/family-medication-support","가족 건강","navigation"
"/health/asthma","/health","건강 도구","navigation"
"/health/asthma","/health/trust/about","오누림 소개","navigation"
"/health/asthma","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/asthma","/health/asthma","응급 신호와 119 안내 바로 보기","content"
"/health/asthma","/health/asthma","SRC-NHLBI-ASTHMA-SYMPTOMS","content"
"/health/asthma","/health/asthma","SRC-NHLBI-ASTHMA-DIAGNOSIS","content"
"/health/asthma","/health/asthma","질병관리청 국가건강정보포털","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/allergic-rhinitis","함께 상담할 코 알레르기의 유발 상황","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NHS","content"
"/health/asthma","/health/asthma","질병관리청 국가건강정보포털","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/guides/medication-list","흡입기까지 포함해 약 이름과 지침 정리하기","content"
"/health/asthma","/health/asthma","NHS","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/tools/asthma-visit-card","천식 증상과 행동계획의 진료 질문 카드","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NHS","content"
"/health/asthma","/health/guides/symptom-journal","증상·상황·처방 뒤 반응을 구분해 기록하기","content"
"/health/asthma","/health/guides/appointment-questions","다음 진료에서 빠뜨리지 않을 질문","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/guides/danger-signals","즉시 대응해야 할 호흡·의식 변화","content"
"/health/asthma","/health/asthma","NHS","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NHS","content"
"/health/asthma","/health/asthma","질병관리청 국가건강정보포털","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NHS","content"
"/health/asthma","/health/asthma","질병관리청 국가건강정보포털","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NHS","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NHS","content"
"/health/asthma","/health/asthma","NIH/NHLBI","content"
"/health/asthma","/health/asthma","NHS","content"
"/health/asthma","/health/trust/sources-policy","출처 선정 기준","content"
"/health/asthma","/health/trust/editorial-policy","편집 원칙","content"
"/health/asthma","/health/trust/medical-review-policy","의료 검수 현재 상태","content"
"/health/asthma","/health","건강 가이드 전체 보기","content"
"/health/asthma","/health/tools/asthma-visit-card","천식 진료 질문지증상·흡입기 사용 기록을 가져가 기기 사용법과 개인 행동계획을 확인하는 인쇄 질문지입니다.","content"
"/health/asthma","/health","20개 질환 안내","navigation"
"/health/asthma","/health/guides/danger-signals","위험 신호","navigation"
"/health/asthma","/health/guides/appointment-questions","진료 질문 준비","navigation"
"/health/asthma","/health","건강 기록 도구","navigation"
"/health/asthma","/health/trust/author","작성자","navigation"
"/health/asthma","/health/trust/sources-policy","출처 원칙","navigation"
"/health/asthma","/health/trust/corrections-policy","정정·문의","navigation"
"/health/asthma","/health/trust/ai-disclosure","AI 활용 공개","navigation"
"/health/asthma","/health/trust/advertising","광고 정책","navigation"
"/health/asthma","/health/trust/disclaimer","면책 안내","navigation"
"/health/asthma","/health/trust/privacy","개인정보","navigation"
"/health/asthma","/health/trust/terms","이용약관","navigation"
"/health/depression","/health/depression","본문으로 건너뛰기","content"
"/health/depression","/","OONURIM오누림","navigation"
"/health/depression","/health","질환 알아보기","navigation"
"/health/depression","/health/guides/danger-signals","몸이 보내는 신호","navigation"
"/health/depression","/health/guides/reading-health-results","검사·건강수치","navigation"
"/health/depression","/health/guides/family-medication-support","가족 건강","navigation"
"/health/depression","/health","건강 도구","navigation"
"/health/depression","/health/trust/about","오누림 소개","navigation"
"/health/depression","/health/trust/author","박영훈 · 비의료인 건강정보 편집자","navigation"
"/health/depression","/health/depression","응급 신호와 119 안내 바로 보기","content"
"/health/depression","/health/depression","SRC-NIMH-DEPRESSION","content"
"/health/depression","/health/depression","SRC-WHO-DEPRESSION","content"
"/health/depression","/health/guides/danger-signals","도움 요청을 미루지 않아야 하는 위험 신호","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","보건복지부 보건복지상담센터","content"
"/health/depression","/health/depression","찾기쉬운 생활법령정보","content"
"/health/depression","/health/depression","WHO","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/guides/symptom-journal","평소와 달라진 일상을 아는 범위에서 적는 일지","content"
"/health/depression","/health/depression","WHO","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","질병관리청 국가건강정보포털","content"
"/health/depression","/health/anxiety-disorder","함께 느끼는 걱정·불안도 구분해 전하기","content"
"/health/depression","/health/tools/depression-visit-card","우울감과 생활 영향을 전할 진료 질문 카드","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","WHO","content"
"/health/depression","/health/depression","질병관리청 국가건강정보포털","content"
"/health/depression","/health/guides/medication-list","보충제와 처방 변경도 함께 알릴 사용 약 목록","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","WHO","content"
"/health/depression","/health/depression","질병관리청 국가건강정보포털","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/guides/appointment-questions","다음 진료와 연락 방법을 확인하는 질문","content"
"/health/depression","/health/depression","WHO","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","보건복지부 보건복지상담센터","content"
"/health/depression","/health/depression","보건복지부","content"
"/health/depression","/health/depression","NIH/NIMH","content"
"/health/depression","/health/depression","찾기쉬운 생활법령정보","content"
